shipment_id,order_id,carrier,tracking_number,ship_date,status
SHP0029677,ORD0029677,USPS,saO75465221,2023-12-25,Delivered
SHP0029678,ORD0029678,UPS,wLm91637009,2023-09-10,Delivered
SHP0029679,ORD0029679,USPS,cYo21105100,2025-03-09,In Transit
SHP0029680,ORD0029680,UPS,ZTu22704492,2024-02-17,Pending
SHP0029681,ORD0029681,USPS,NYf29675434,2026-01-17,Pending
SHP0029682,ORD0029682,USPS,yXD98418271,2026-03-13,Delivered
SHP0029683,ORD0029683,DHL,HTC17007697,2024-10-02,In Transit
SHP0029684,ORD0029684,UPS,sPR19678043,2024-07-31,Delivered
SHP0029685,ORD0029685,DHL,PKE33315785,2023-09-27,Delivered
SHP0029686,ORD0029686,UPS,REY85456193,2026-03-16,Delivered
SHP0029687,ORD0029687,DHL,uIE41341749,2025-01-26,Delivered
SHP0029688,ORD0029688,USPS,sCm84741898,2026-05-04,Delivered
SHP0029689,ORD0029689,DHL,Ypb58401159,2025-10-01,In Transit
SHP0029690,ORD0029690,USPS,bJn74668797,2023-11-17,Pending
SHP0029691,ORD0029691,FedEx,eTB90657983,2025-07-15,In Transit
SHP0029692,ORD0029692,DHL,Ugw90143088,2023-11-04,Pending
SHP0029693,ORD0029693,USPS,TZa40412593,2026-02-08,Pending
SHP0029694,ORD0029694,DHL,lYo80264625,2025-12-16,Pending
SHP0029695,ORD0029695,FedEx,EBl49290393,2023-07-10,Pending
SHP0029696,ORD0029696,USPS,pQK93974645,2023-11-13,Delivered
SHP0029697,ORD0029697,USPS,ObQ52730429,2023-08-04,In Transit
SHP0029698,ORD0029698,FedEx,Mbs13926963,2025-10-15,Pending
SHP0029699,ORD0029699,USPS,iCj01538924,2025-01-12,Delivered
SHP0029700,ORD0029700,FedEx,hIW35992227,2026-03-14,Delivered
SHP0029701,ORD0029701,USPS,VSL33215039,2023-09-21,Pending
SHP0029702,ORD0029702,UPS,NXe79280780,2025-10-16,Pending
SHP0029703,ORD0029703,DHL,DVj55398140,2024-11-08,Delivered
SHP0029704,ORD0029704,USPS,Gpi29934136,2024-03-01,Delivered
SHP0029705,ORD0029705,USPS,pRO90726547,2026-06-06,Delivered
SHP0029706,ORD0029706,USPS,MLe10197391,2024-02-06,Delivered
SHP0029707,ORD0029707,DHL,yGB03765904,2024-11-27,Pending
SHP0029708,ORD0029708,UPS,TQB82108821,2025-01-26,In Transit
SHP0029709,ORD0029709,DHL,gnj60749607,2024-12-26,In Transit
SHP0029710,ORD0029710,DHL,BhR32520435,2025-07-16,Delivered
SHP0029711,ORD0029711,FedEx,JVf72176666,2025-01-19,Delivered
SHP0029712,ORD0029712,USPS,Wwe11294787,2024-10-03,Pending
SHP0029713,ORD0029713,USPS,nwk92028379,2023-07-22,Pending
SHP0029714,ORD0029714,DHL,miV23532566,2026-05-17,Delivered
SHP0029715,ORD0029715,UPS,VBS99113750,2025-05-14,Delivered
SHP0029716,ORD0029716,DHL,vPH09023509,2024-01-28,In Transit
SHP0029717,ORD0029717,DHL,Mvy86004038,2026-01-14,In Transit
SHP0029718,ORD0029718,DHL,BdL37816656,2023-08-22,Pending
SHP0029719,ORD0029719,USPS,Vnc63186125,2023-09-25,In Transit
SHP0029720,ORD0029720,USPS,JPT40140307,2024-07-07,In Transit
SHP0029721,ORD0029721,USPS,BZZ95214754,2024-05-30,Pending
SHP0029722,ORD0029722,FedEx,JiG31608862,2025-06-12,Delivered
SHP0029723,ORD0029723,UPS,BVI97161736,2024-01-14,Delivered
SHP0029724,ORD0029724,UPS,Sge94404788,2025-11-21,Pending
SHP0029725,ORD0029725,DHL,Ewc54847462,2025-02-19,Delivered
SHP0029726,ORD0029726,FedEx,JlJ83624293,2026-05-16,Pending
SHP0029727,ORD0029727,FedEx,dWg04083103,2025-02-04,Delivered
SHP0029728,ORD0029728,FedEx,QSi87297305,2025-04-22,Delivered
SHP0029729,ORD0029729,UPS,xOb14370089,2025-06-02,Delivered
SHP0029730,ORD0029730,USPS,yCK00887469,2024-02-12,Pending
SHP0029731,ORD0029731,USPS,nVj45753407,2025-12-23,Delivered
SHP0029732,ORD0029732,FedEx,ILw07193380,2024-06-24,In Transit
SHP0029733,ORD0029733,FedEx,osA63880674,2025-09-02,Delivered
SHP0029734,ORD0029734,FedEx,tJo07802419,2026-04-16,Pending
SHP0029735,ORD0029735,USPS,QSg86017109,2026-01-28,Delivered
SHP0029736,ORD0029736,UPS,qwj87683859,2025-12-18,Pending
SHP0029737,ORD0029737,USPS,sHF69098350,2026-02-19,In Transit
SHP0029738,ORD0029738,FedEx,DNB06088766,2026-06-07,Delivered
SHP0029739,ORD0029739,DHL,dfV39478525,2024-03-31,Pending
SHP0029740,ORD0029740,DHL,zbD41784257,2026-04-20,Delivered
SHP0029741,ORD0029741,UPS,RKZ11729300,2023-06-24,Delivered
SHP0029742,ORD0029742,USPS,yTp69175160,2025-10-27,Delivered
SHP0029743,ORD0029743,USPS,xFE26053680,2023-08-28,Pending
SHP0029744,ORD0029744,USPS,ULb91018222,2026-05-29,Delivered
SHP0029745,ORD0029745,USPS,EQe14042351,2025-09-09,In Transit
SHP0029746,ORD0029746,DHL,YCU09769303,2023-08-13,Delivered
SHP0029747,ORD0029747,DHL,dDK84788328,2023-07-27,Pending
SHP0029748,ORD0029748,FedEx,fwv95768147,2023-12-12,In Transit
SHP0029749,ORD0029749,USPS,WaK30760360,2024-05-11,In Transit
SHP0029750,ORD0029750,DHL,fOI85538862,2024-03-23,Delivered
SHP0029751,ORD0029751,UPS,pJW42548145,2026-03-07,Delivered
SHP0029752,ORD0029752,DHL,IoJ76424445,2024-03-15,Delivered
SHP0029753,ORD0029753,FedEx,xvQ61522295,2023-08-24,Pending
SHP0029754,ORD0029754,UPS,Ilv62632473,2024-02-18,Delivered
SHP0029755,ORD0029755,USPS,vGp01371325,2023-07-05,Delivered
SHP0029756,ORD0029756,FedEx,tbN38092414,2025-05-17,Pending
SHP0029757,ORD0029757,USPS,qze31382134,2026-02-14,In Transit
SHP0029758,ORD0029758,FedEx,NRC13204655,2023-11-18,Pending
SHP0029759,ORD0029759,UPS,TEH95385396,2025-09-18,Delivered
SHP0029760,ORD0029760,USPS,FOC50329521,2024-02-21,Delivered
SHP0029761,ORD0029761,FedEx,BPc53532500,2025-04-22,Pending
SHP0029762,ORD0029762,USPS,sBj62585463,2023-08-10,Pending
SHP0029763,ORD0029763,FedEx,Wbu66850361,2025-07-15,Delivered
SHP0029764,ORD0029764,FedEx,tFJ41347858,2024-11-01,Pending
SHP0029765,ORD0029765,UPS,QBa29085055,2023-09-19,Pending
SHP0029766,ORD0029766,DHL,qsS70120685,2024-08-17,Delivered
SHP0029767,ORD0029767,DHL,Fet58907802,2023-11-12,In Transit
SHP0029768,ORD0029768,UPS,VdG92838538,2025-08-31,Delivered
SHP0029769,ORD0029769,FedEx,Rej58682265,2023-10-08,In Transit
SHP0029770,ORD0029770,FedEx,clJ45726656,2024-09-26,In Transit
SHP0029771,ORD0029771,UPS,RaQ19649718,2025-11-21,Delivered
SHP0029772,ORD0029772,DHL,hnP84420542,2024-06-01,Delivered
SHP0029773,ORD0029773,DHL,pZT97334931,2023-06-29,Pending
SHP0029774,ORD0029774,DHL,TjY00299367,2023-10-05,Pending
SHP0029775,ORD0029775,UPS,EKN75377223,2023-12-14,In Transit
SHP0029776,ORD0029776,FedEx,XCQ35627516,2023-11-07,In Transit
SHP0029777,ORD0029777,FedEx,SLy78677676,2025-01-24,Delivered
SHP0029778,ORD0029778,FedEx,fUB08627972,2025-10-19,Pending
SHP0029779,ORD0029779,UPS,yqJ48594323,2025-04-18,Delivered
SHP0029780,ORD0029780,FedEx,Qcq44337473,2026-05-05,Pending
SHP0029781,ORD0029781,UPS,hkN33805173,2025-04-11,Delivered
SHP0029782,ORD0029782,USPS,sFw62191965,2023-06-14,In Transit
SHP0029783,ORD0029783,USPS,neu78382677,2023-09-24,Delivered
SHP0029784,ORD0029784,UPS,yoR47390495,2024-11-07,Delivered
SHP0029785,ORD0029785,DHL,zLv19155677,2025-10-03,Delivered
SHP0029786,ORD0029786,FedEx,tqh72414815,2026-02-16,In Transit
SHP0029787,ORD0029787,DHL,sRh96848558,2024-03-21,Delivered
SHP0029788,ORD0029788,USPS,Uju12747567,2025-05-29,Delivered
SHP0029789,ORD0029789,FedEx,kCH20205273,2025-12-06,Pending
SHP0029790,ORD0029790,FedEx,CRc47789990,2023-12-28,Delivered
SHP0029791,ORD0029791,DHL,UQB28452167,2025-05-23,Delivered
SHP0029792,ORD0029792,UPS,ryH47646293,2023-06-25,Pending
SHP0029793,ORD0029793,UPS,SPc92572207,2024-09-22,Delivered
SHP0029794,ORD0029794,USPS,LCM93726082,2024-10-11,Delivered
SHP0029795,ORD0029795,USPS,Cxn18272795,2023-07-11,In Transit
SHP0029796,ORD0029796,DHL,fND77976587,2025-07-28,Delivered
SHP0029797,ORD0029797,USPS,FRS41216721,2023-09-06,Delivered
SHP0029798,ORD0029798,FedEx,utR28516943,2023-06-17,Delivered
SHP0029799,ORD0029799,FedEx,tnO27916872,2025-03-28,Pending
SHP0029800,ORD0029800,FedEx,rey02928152,2024-11-15,Delivered
SHP0029801,ORD0029801,UPS,Ull54037065,2024-01-02,Delivered
SHP0029802,ORD0029802,USPS,SLG43222105,2024-09-28,Pending
SHP0029803,ORD0029803,USPS,IUx40189039,2023-08-15,Delivered
SHP0029804,ORD0029804,FedEx,GfY49387441,2024-05-21,Delivered
SHP0029805,ORD0029805,DHL,uXh37529927,2023-09-19,Delivered
SHP0029806,ORD0029806,UPS,zfv24786036,2024-06-06,In Transit
SHP0029807,ORD0029807,UPS,ChF58978785,2025-05-13,In Transit
SHP0029808,ORD0029808,UPS,XsX61339693,2025-05-13,In Transit
SHP0029809,ORD0029809,FedEx,PTG56020265,2024-02-20,Delivered
SHP0029810,ORD0029810,UPS,GtB08638839,2024-02-11,Pending
SHP0029811,ORD0029811,DHL,UFm75188220,2023-12-14,Pending
SHP0029812,ORD0029812,FedEx,fcp16546100,2025-07-15,Pending
SHP0029813,ORD0029813,DHL,bas20959448,2026-02-24,In Transit
SHP0029814,ORD0029814,DHL,Kme55184362,2023-08-21,Delivered
SHP0029815,ORD0029815,FedEx,Bye88830942,2024-03-15,Pending
SHP0029816,ORD0029816,DHL,RBf30074127,2024-02-27,In Transit
SHP0029817,ORD0029817,FedEx,uiS50653113,2024-07-11,Pending
SHP0029818,ORD0029818,DHL,NXi97422082,2025-08-04,In Transit
SHP0029819,ORD0029819,FedEx,JUx13741155,2023-10-12,In Transit
SHP0029820,ORD0029820,USPS,Llh98163467,2025-07-09,Delivered
SHP0029821,ORD0029821,UPS,mJs88314545,2023-09-27,Pending
SHP0029822,ORD0029822,FedEx,JmO26693268,2024-06-04,Delivered
SHP0029823,ORD0029823,UPS,PpI58054969,2025-08-09,Delivered
SHP0029824,ORD0029824,DHL,lqP74643463,2024-03-22,Delivered
SHP0029825,ORD0029825,DHL,vDw08518255,2025-05-09,Delivered
SHP0029826,ORD0029826,USPS,hsV75337192,2023-09-29,Delivered
SHP0029827,ORD0029827,FedEx,CyZ28552058,2024-06-02,Pending
SHP0029828,ORD0029828,FedEx,vuQ93109582,2023-08-08,Pending
SHP0029829,ORD0029829,UPS,iGJ95443760,2023-09-07,Pending
SHP0029830,ORD0029830,USPS,uQA73301483,2026-03-07,Delivered
SHP0029831,ORD0029831,DHL,MqL21652724,2025-03-08,Pending
SHP0029832,ORD0029832,USPS,pqK48913572,2024-09-20,Pending
SHP0029833,ORD0029833,DHL,hVr82216839,2024-05-31,Delivered
SHP0029834,ORD0029834,USPS,LpZ70618450,2024-05-09,Delivered
SHP0029835,ORD0029835,UPS,aTa48569299,2024-08-27,Delivered
SHP0029836,ORD0029836,USPS,Zlz65751109,2023-11-03,In Transit
SHP0029837,ORD0029837,FedEx,XKc03025005,2024-12-28,Pending
SHP0029838,ORD0029838,DHL,iWW60621684,2023-06-27,Pending
SHP0029839,ORD0029839,UPS,kwJ55359828,2026-06-05,Delivered
SHP0029840,ORD0029840,UPS,zsT34839030,2025-02-03,Delivered
SHP0029841,ORD0029841,UPS,VHV79335905,2023-10-14,Pending
SHP0029842,ORD0029842,UPS,EDn26452594,2025-10-22,Delivered
SHP0029843,ORD0029843,FedEx,Mam14946162,2023-10-12,Delivered
SHP0029844,ORD0029844,UPS,DZm12010374,2024-12-30,Delivered
SHP0029845,ORD0029845,USPS,RIk62911619,2023-12-29,Delivered
SHP0029846,ORD0029846,FedEx,fRL71658569,2025-10-28,Delivered
SHP0029847,ORD0029847,USPS,Bmg66931184,2026-03-19,In Transit
SHP0029848,ORD0029848,DHL,AGl73584544,2026-02-26,Delivered
SHP0029849,ORD0029849,FedEx,XCy64059888,2025-10-14,Pending
SHP0029850,ORD0029850,FedEx,lLI15705214,2025-11-09,Delivered
SHP0029851,ORD0029851,FedEx,NCz39518841,2024-06-30,Pending
SHP0029852,ORD0029852,USPS,Pol48952544,2024-11-25,Pending
SHP0029853,ORD0029853,UPS,acR57845087,2025-07-22,Pending
SHP0029854,ORD0029854,FedEx,WkY00048571,2025-12-21,Delivered
SHP0029855,ORD0029855,DHL,lHb13742298,2026-02-21,Delivered
SHP0029856,ORD0029856,DHL,EpK10758742,2023-10-22,In Transit
SHP0029857,ORD0029857,DHL,OLB15064054,2024-01-11,Pending
SHP0029858,ORD0029858,DHL,VDP92984431,2024-05-21,Delivered
SHP0029859,ORD0029859,UPS,KdB07578417,2024-11-23,Delivered
SHP0029860,ORD0029860,DHL,DCX46469937,2024-05-28,In Transit
SHP0029861,ORD0029861,FedEx,DGc54076850,2024-10-01,Delivered
SHP0029862,ORD0029862,UPS,dTR44051020,2024-07-23,Pending
SHP0029863,ORD0029863,FedEx,TOX31435108,2023-11-01,Delivered
SHP0029864,ORD0029864,FedEx,Lrp24085693,2025-02-16,In Transit
SHP0029865,ORD0029865,UPS,iHL05784382,2025-04-07,Delivered
SHP0029866,ORD0029866,USPS,wBr62112646,2026-03-20,Delivered
SHP0029867,ORD0029867,DHL,rCC82434117,2024-01-23,Pending
SHP0029868,ORD0029868,USPS,yhc20228239,2026-02-11,In Transit
SHP0029869,ORD0029869,FedEx,DbC99323717,2025-04-30,Delivered
SHP0029870,ORD0029870,FedEx,bvW16980567,2025-02-07,Delivered
SHP0029871,ORD0029871,USPS,kyr83969846,2026-02-15,In Transit
SHP0029872,ORD0029872,UPS,HDP45268249,2026-04-15,In Transit
SHP0029873,ORD0029873,DHL,rQS98631784,2025-04-15,In Transit
SHP0029874,ORD0029874,DHL,Cmk05369518,2026-04-02,Delivered
SHP0029875,ORD0029875,FedEx,Dgu88934196,2023-09-21,Delivered
SHP0029876,ORD0029876,UPS,qUx78235846,2025-04-30,Delivered
SHP0029877,ORD0029877,USPS,ivK83771170,2023-08-17,Pending
SHP0029878,ORD0029878,UPS,jbO70298426,2025-01-14,In Transit
SHP0029879,ORD0029879,UPS,ZnP66048114,2025-05-29,Delivered
SHP0029880,ORD0029880,UPS,bie72542203,2024-07-29,In Transit
SHP0029881,ORD0029881,DHL,Ngg32911658,2026-04-12,Pending
SHP0029882,ORD0029882,FedEx,QDk40862657,2025-06-18,Pending
SHP0029883,ORD0029883,DHL,KNH65944812,2023-11-18,Delivered
SHP0029884,ORD0029884,DHL,IoU33187607,2025-08-15,Delivered
SHP0029885,ORD0029885,FedEx,met55849576,2026-06-15,In Transit
SHP0029886,ORD0029886,USPS,xpp83678500,2025-07-11,Pending
SHP0029887,ORD0029887,FedEx,pHe06114545,2025-08-12,In Transit
SHP0029888,ORD0029888,UPS,yvc27627486,2024-04-10,In Transit
SHP0029889,ORD0029889,FedEx,Ufm01240955,2026-01-29,Delivered
SHP0029890,ORD0029890,USPS,pLT92991226,2023-06-16,Pending
SHP0029891,ORD0029891,USPS,ivL52584525,2024-02-13,Pending
SHP0029892,ORD0029892,DHL,pNG23225573,2025-02-23,Delivered
SHP0029893,ORD0029893,UPS,nXf95642147,2023-11-21,Delivered
SHP0029894,ORD0029894,DHL,MTG13810877,2023-09-18,In Transit
SHP0029895,ORD0029895,DHL,Dwi64547406,2023-08-13,Delivered
SHP0029896,ORD0029896,USPS,xio89926217,2025-05-06,In Transit
SHP0029897,ORD0029897,USPS,Fhe98247712,2026-05-29,In Transit
SHP0029898,ORD0029898,UPS,oDh39855800,2023-06-29,Delivered
SHP0029899,ORD0029899,USPS,dTe19399946,2024-01-25,Delivered
SHP0029900,ORD0029900,USPS,dML34094686,2023-11-15,Pending
SHP0029901,ORD0029901,FedEx,UGM41567301,2023-12-16,In Transit
SHP0029902,ORD0029902,USPS,JSb61444012,2025-05-23,Delivered
SHP0029903,ORD0029903,USPS,yyV87066922,2025-01-22,Pending
SHP0029904,ORD0029904,USPS,QKl81379608,2025-11-11,Pending
SHP0029905,ORD0029905,USPS,IZc98894710,2024-10-23,In Transit
SHP0029906,ORD0029906,DHL,sey44044126,2023-10-26,Delivered
SHP0029907,ORD0029907,USPS,ggv04364777,2025-09-29,In Transit
SHP0029908,ORD0029908,USPS,Jqt90548941,2026-06-12,Delivered
SHP0029909,ORD0029909,DHL,lgb50760320,2025-11-29,Pending
SHP0029910,ORD0029910,FedEx,ewR91914162,2026-01-19,Delivered
SHP0029911,ORD0029911,FedEx,jIf74839372,2025-08-13,In Transit
SHP0029912,ORD0029912,DHL,NTM60230934,2024-06-10,In Transit
SHP0029913,ORD0029913,UPS,ZUT85890544,2025-01-22,Delivered
SHP0029914,ORD0029914,DHL,Cet63925459,2026-01-18,Delivered
SHP0029915,ORD0029915,UPS,SmI07641224,2024-09-13,Pending
SHP0029916,ORD0029916,DHL,KOs88578702,2023-10-11,Delivered
SHP0029917,ORD0029917,UPS,FNK60752626,2024-08-04,In Transit
SHP0029918,ORD0029918,UPS,MoY12197163,2025-12-16,In Transit
SHP0029919,ORD0029919,USPS,LTj50405505,2025-07-02,Pending
SHP0029920,ORD0029920,FedEx,Gth57758840,2023-10-06,Delivered
SHP0029921,ORD0029921,FedEx,hhl26924320,2025-07-23,Delivered
SHP0029922,ORD0029922,DHL,oxQ07114806,2026-02-06,Pending
SHP0029923,ORD0029923,UPS,LMe30537209,2026-01-09,Delivered
SHP0029924,ORD0029924,USPS,KSU42164750,2025-12-10,Delivered
SHP0029925,ORD0029925,DHL,XuM18157373,2024-08-10,In Transit
SHP0029926,ORD0029926,DHL,UMQ47322637,2024-03-30,In Transit
SHP0029927,ORD0029927,UPS,qLQ65116206,2023-07-28,Delivered
SHP0029928,ORD0029928,FedEx,ATr17908684,2026-01-17,In Transit
SHP0029929,ORD0029929,USPS,WAW34328551,2023-12-27,In Transit
SHP0029930,ORD0029930,DHL,sEZ08726422,2025-03-31,In Transit
SHP0029931,ORD0029931,UPS,qWd53266934,2025-05-03,Delivered
SHP0029932,ORD0029932,UPS,ECd24945396,2024-09-08,In Transit
SHP0029933,ORD0029933,DHL,uzb42995681,2024-11-09,In Transit
SHP0029934,ORD0029934,UPS,Hla00867299,2025-04-27,In Transit
SHP0029935,ORD0029935,USPS,pkz29716126,2025-03-27,In Transit
SHP0029936,ORD0029936,DHL,XnE96995145,2024-08-12,In Transit
SHP0029937,ORD0029937,DHL,AVm64573831,2025-06-13,Delivered
SHP0029938,ORD0029938,DHL,Hlh61503907,2024-09-09,Pending
SHP0029939,ORD0029939,FedEx,zXj74449289,2024-10-01,Delivered
SHP0029940,ORD0029940,USPS,jNC76851318,2025-10-09,Delivered
SHP0029941,ORD0029941,USPS,TdM32467775,2026-04-16,In Transit
SHP0029942,ORD0029942,UPS,riz04439783,2024-06-19,Delivered
SHP0029943,ORD0029943,FedEx,hTC31244166,2025-01-05,Delivered
SHP0029944,ORD0029944,UPS,Ikn76100509,2025-11-15,In Transit
SHP0029945,ORD0029945,DHL,YSg32887192,2024-01-27,Delivered
SHP0029946,ORD0029946,DHL,tiG07030419,2024-08-07,Delivered
SHP0029947,ORD0029947,USPS,MQj07127496,2026-04-12,Pending
SHP0029948,ORD0029948,UPS,CYR55205939,2024-02-13,Delivered
SHP0029949,ORD0029949,UPS,xgO28441590,2026-02-01,Delivered
SHP0029950,ORD0029950,USPS,ytb30314682,2023-11-04,Pending
SHP0029951,ORD0029951,FedEx,dnz61361018,2024-12-28,Pending
SHP0029952,ORD0029952,DHL,zfW73404648,2023-12-28,In Transit
SHP0029953,ORD0029953,UPS,wqv85001102,2025-10-22,Delivered
SHP0029954,ORD0029954,FedEx,MiO44475076,2023-06-24,Delivered
SHP0029955,ORD0029955,FedEx,oNH41618529,2023-08-16,Pending
SHP0029956,ORD0029956,USPS,OeE34370523,2025-03-04,Delivered
SHP0029957,ORD0029957,USPS,MWR43166266,2025-03-28,Delivered
SHP0029958,ORD0029958,FedEx,ifp65830086,2025-09-07,Pending
SHP0029959,ORD0029959,USPS,Stm92670120,2025-08-25,Delivered
SHP0029960,ORD0029960,USPS,vhe56770982,2025-09-04,In Transit
SHP0029961,ORD0029961,USPS,nQm14843214,2024-03-06,Delivered
SHP0029962,ORD0029962,FedEx,DHK22620758,2024-08-31,Pending
SHP0029963,ORD0029963,DHL,tuU17253037,2023-12-07,Pending
SHP0029964,ORD0029964,DHL,wuf19194181,2026-01-12,In Transit
SHP0029965,ORD0029965,FedEx,ATw06691179,2024-11-05,Delivered
SHP0029966,ORD0029966,DHL,zNi51641048,2023-11-14,In Transit
SHP0029967,ORD0029967,USPS,eCZ65170788,2026-02-23,In Transit
SHP0029968,ORD0029968,USPS,iOB78593324,2025-05-04,Pending
SHP0029969,ORD0029969,UPS,UKu88333983,2025-07-15,Delivered
SHP0029970,ORD0029970,FedEx,uMt37276770,2023-11-22,In Transit
SHP0029971,ORD0029971,DHL,Vrg87766302,2024-07-11,Delivered
SHP0029972,ORD0029972,UPS,mvB42999967,2026-03-15,Pending
SHP0029973,ORD0029973,UPS,gTz34265622,2025-02-09,Delivered
SHP0029974,ORD0029974,UPS,kwf16671388,2023-06-16,Delivered
SHP0029975,ORD0029975,USPS,GNf09712301,2023-07-29,Delivered
SHP0029976,ORD0029976,DHL,yDM36149963,2025-10-16,Delivered
SHP0029977,ORD0029977,USPS,yBu33497913,2025-08-09,Delivered
SHP0029978,ORD0029978,FedEx,kGC66046181,2024-04-16,Delivered
SHP0029979,ORD0029979,DHL,ljr06861344,2026-05-31,Pending
SHP0029980,ORD0029980,USPS,dvG41874313,2025-02-21,In Transit
SHP0029981,ORD0029981,DHL,vKK53284149,2025-05-26,Delivered
SHP0029982,ORD0029982,UPS,Oab22387938,2023-09-01,Pending
SHP0029983,ORD0029983,DHL,UkI34812294,2026-05-07,Pending
SHP0029984,ORD0029984,DHL,VWj84626361,2026-04-29,Delivered
SHP0029985,ORD0029985,UPS,LPw42866623,2026-03-02,Delivered
SHP0029986,ORD0029986,DHL,UbN03583002,2024-01-20,Delivered
SHP0029987,ORD0029987,DHL,AVi28599705,2023-06-17,Delivered
SHP0029988,ORD0029988,FedEx,idV52895231,2023-10-01,Delivered
SHP0029989,ORD0029989,USPS,mTj89648356,2025-07-11,Delivered
SHP0029990,ORD0029990,FedEx,Dpy47254763,2025-04-15,Delivered
SHP0029991,ORD0029991,UPS,wSo76140577,2025-06-03,In Transit
SHP0029992,ORD0029992,UPS,BEm70137348,2025-09-28,Pending
SHP0029993,ORD0029993,USPS,PJk75985426,2026-01-16,Pending
SHP0029994,ORD0029994,UPS,ygf01742259,2025-03-13,Delivered
SHP0029995,ORD0029995,FedEx,oCN07080873,2023-09-11,Delivered
SHP0029996,ORD0029996,USPS,XtG37448603,2025-05-16,Delivered
SHP0029997,ORD0029997,UPS,oti14832295,2024-06-08,In Transit
SHP0029998,ORD0029998,DHL,xkc51873098,2026-01-14,In Transit
SHP0029999,ORD0029999,USPS,haS82806048,2024-12-13,Pending
SHP0030000,ORD0030000,USPS,UFi39628464,2023-11-29,Delivered
SHP0030001,ORD0030001,UPS,zGo78544125,2025-07-11,Delivered
SHP0030002,ORD0030002,FedEx,cyY43705950,2025-06-29,Delivered
SHP0030003,ORD0030003,UPS,rkE55327554,2025-06-13,Delivered
SHP0030004,ORD0030004,DHL,uUe65983683,2026-04-18,Pending
SHP0030005,ORD0030005,DHL,GmK79456834,2024-05-12,Delivered
SHP0030006,ORD0030006,FedEx,PkK06794577,2026-02-10,Delivered
SHP0030007,ORD0030007,USPS,nvZ67299972,2026-01-18,Delivered
SHP0030008,ORD0030008,DHL,vXR43854294,2023-07-07,Pending
SHP0030009,ORD0030009,DHL,iHi61562523,2024-05-15,Pending
SHP0030010,ORD0030010,UPS,XYw20317711,2023-09-13,Delivered
SHP0030011,ORD0030011,DHL,VYq16708269,2023-12-29,Delivered
SHP0030012,ORD0030012,UPS,dDl41361288,2025-11-01,Delivered
SHP0030013,ORD0030013,USPS,mzU32763719,2024-03-23,In Transit
SHP0030014,ORD0030014,USPS,ZQi65519137,2026-05-05,In Transit
SHP0030015,ORD0030015,DHL,VHa08930160,2023-10-13,In Transit
SHP0030016,ORD0030016,USPS,RHj25020060,2025-10-21,In Transit
SHP0030017,ORD0030017,UPS,yVl63234134,2025-03-20,Pending
SHP0030018,ORD0030018,DHL,szu02829107,2025-08-27,Pending
SHP0030019,ORD0030019,UPS,Sdl55662423,2023-06-23,Delivered
SHP0030020,ORD0030020,FedEx,CMN39492524,2026-02-11,In Transit
SHP0030021,ORD0030021,DHL,CXF80409916,2025-10-17,Delivered
SHP0030022,ORD0030022,DHL,Wia54075039,2023-06-16,Pending
SHP0030023,ORD0030023,UPS,eEX98262372,2026-01-11,Delivered
SHP0030024,ORD0030024,FedEx,qOz08934024,2025-10-27,Delivered
SHP0030025,ORD0030025,USPS,gGN19841564,2023-07-06,In Transit
SHP0030026,ORD0030026,FedEx,bOx78639364,2023-08-25,Delivered
SHP0030027,ORD0030027,USPS,TAm12451439,2024-07-26,Delivered
SHP0030028,ORD0030028,FedEx,MHs49912307,2026-03-09,Delivered
SHP0030029,ORD0030029,USPS,bSO71441955,2025-05-14,In Transit
SHP0030030,ORD0030030,DHL,fFB62259445,2024-11-28,Delivered
SHP0030031,ORD0030031,USPS,pmY94876913,2023-10-19,In Transit
SHP0030032,ORD0030032,USPS,bpj58441719,2024-03-05,Pending
SHP0030033,ORD0030033,DHL,gyM93552321,2025-07-21,Pending
SHP0030034,ORD0030034,DHL,AsZ27990011,2023-12-23,Pending
SHP0030035,ORD0030035,DHL,HeD94663033,2024-05-18,Delivered
SHP0030036,ORD0030036,DHL,OVS97257101,2026-03-20,In Transit
SHP0030037,ORD0030037,USPS,fCN96638867,2023-10-12,In Transit
SHP0030038,ORD0030038,FedEx,GIs30095916,2023-06-20,Pending
SHP0030039,ORD0030039,USPS,uEB75338200,2024-12-31,Pending
SHP0030040,ORD0030040,FedEx,fnn77036396,2025-11-15,Delivered
SHP0030041,ORD0030041,UPS,mEK55884305,2025-03-14,Delivered
SHP0030042,ORD0030042,DHL,waa54299118,2025-05-24,Pending
SHP0030043,ORD0030043,USPS,vgd33944677,2026-04-05,Delivered
SHP0030044,ORD0030044,FedEx,Gpw16845055,2024-02-03,Delivered
SHP0030045,ORD0030045,USPS,IhO17921272,2025-11-05,Delivered
SHP0030046,ORD0030046,UPS,JnZ90994344,2023-09-19,Pending
SHP0030047,ORD0030047,UPS,pSx59763292,2023-08-22,Pending
SHP0030048,ORD0030048,UPS,bzi98143515,2025-01-08,In Transit
SHP0030049,ORD0030049,DHL,naF99789935,2024-07-31,In Transit
SHP0030050,ORD0030050,DHL,ixm24233466,2025-07-29,Delivered
SHP0030051,ORD0030051,DHL,cPR36727325,2025-08-26,In Transit
SHP0030052,ORD0030052,DHL,Lom72555180,2024-02-25,Delivered
SHP0030053,ORD0030053,DHL,kPQ01822374,2025-02-16,Delivered
