request_id,account_id,contact_id,product_id,order_id,issue_type,status,service_request_date
SR0008370,ACC005732,CON005732,PROD001974,ORD0020340,Technical Issue,In Progress,2024-06-14
SR0008371,ACC005334,CON005334,PROD000354,ORD0031602,Technical Issue,Open,2025-09-11
SR0008372,ACC005472,CON005472,PROD001993,ORD0028368,Warranty,In Progress,2024-05-12
SR0008373,ACC006959,CON006959,PROD000770,ORD0039676,Refund,Closed,2025-12-29
SR0008374,ACC008547,CON008547,PROD001190,ORD0047958,Refund,In Progress,2025-09-09
SR0008375,ACC005652,CON005652,PROD001545,ORD0032431,Technical Issue,Open,2025-06-20
SR0008376,ACC009875,CON009875,PROD000579,ORD0003592,Warranty,Open,2026-02-01
SR0008377,ACC003618,CON003618,PROD000543,ORD0022737,Technical Issue,In Progress,2026-06-09
SR0008378,ACC005497,CON005497,PROD001094,ORD0003809,Technical Issue,Open,2023-09-11
SR0008379,ACC000792,CON000792,PROD001234,ORD0000073,Technical Issue,In Progress,2024-07-15
SR0008380,ACC003019,CON003019,PROD000431,ORD0035516,Refund,Closed,2026-03-25
SR0008381,ACC000800,CON000800,PROD000840,ORD0009314,Warranty,In Progress,2026-06-20
SR0008382,ACC004945,CON004945,PROD001925,ORD0034315,Refund,Open,2026-03-04
SR0008383,ACC001561,CON001561,PROD001839,ORD0035970,Warranty,Open,2024-12-15
SR0008384,ACC005541,CON005541,PROD001593,ORD0009346,Refund,Closed,2025-09-17
SR0008385,ACC006280,CON006280,PROD000864,ORD0033335,Technical Issue,In Progress,2026-01-27
SR0008386,ACC008903,CON008903,PROD001052,ORD0045981,Technical Issue,In Progress,2025-12-27
SR0008387,ACC009254,CON009254,PROD001128,ORD0037941,Return,In Progress,2026-05-19
SR0008388,ACC006072,CON006072,PROD000423,ORD0021833,Refund,Closed,2025-08-17
SR0008389,ACC009098,CON009098,PROD000640,ORD0027769,Refund,In Progress,2025-07-23
SR0008390,ACC006668,CON006668,PROD000778,ORD0008185,Warranty,Open,2024-09-13
SR0008391,ACC004205,CON004205,PROD000362,ORD0039683,Return,Open,2025-10-24
SR0008392,ACC001664,CON001664,PROD001566,ORD0005384,Technical Issue,Closed,2024-09-14
SR0008393,ACC004097,CON004097,PROD000789,ORD0039012,Refund,Closed,2024-09-07
SR0008394,ACC006052,CON006052,PROD000922,ORD0005786,Technical Issue,Closed,2025-08-20
SR0008395,ACC004718,CON004718,PROD001991,ORD0042976,Refund,In Progress,2026-03-28
SR0008396,ACC009757,CON009757,PROD001803,ORD0010864,Refund,In Progress,2023-07-03
SR0008397,ACC008318,CON008318,PROD000682,ORD0044871,Refund,Closed,2024-10-14
SR0008398,ACC002647,CON002647,PROD001927,ORD0037603,Warranty,Closed,2025-07-20
SR0008399,ACC008957,CON008957,PROD001390,ORD0046098,Refund,Open,2025-03-29
SR0008400,ACC009401,CON009401,PROD001372,ORD0028997,Refund,In Progress,2025-06-14
SR0008401,ACC007797,CON007797,PROD000727,ORD0037282,Warranty,Closed,2023-09-20
SR0008402,ACC003921,CON003921,PROD000235,ORD0027984,Technical Issue,Closed,2024-10-13
SR0008403,ACC008541,CON008541,PROD000281,ORD0028710,Technical Issue,Closed,2025-09-20
SR0008404,ACC002633,CON002633,PROD001372,ORD0020082,Return,Open,2025-07-13
SR0008405,ACC005079,CON005079,PROD001826,ORD0003526,Refund,In Progress,2025-02-28
SR0008406,ACC006031,CON006031,PROD001659,ORD0034411,Warranty,In Progress,2023-11-17
SR0008407,ACC003066,CON003066,PROD000536,ORD0016577,Warranty,In Progress,2025-04-24
SR0008408,ACC000509,CON000509,PROD000258,ORD0035130,Return,In Progress,2023-09-20
SR0008409,ACC001549,CON001549,PROD000588,ORD0041597,Refund,Open,2023-12-09
SR0008410,ACC002488,CON002488,PROD001611,ORD0018962,Return,Closed,2024-11-11
SR0008411,ACC007672,CON007672,PROD000542,ORD0031896,Technical Issue,Open,2024-09-01
SR0008412,ACC006538,CON006538,PROD001036,ORD0012550,Technical Issue,In Progress,2025-11-26
SR0008413,ACC005575,CON005575,PROD001013,ORD0020433,Return,Open,2024-11-07
SR0008414,ACC001797,CON001797,PROD001430,ORD0016265,Warranty,Closed,2025-10-31
SR0008415,ACC000313,CON000313,PROD001234,ORD0009573,Return,Closed,2023-08-13
SR0008416,ACC004065,CON004065,PROD000748,ORD0000038,Refund,In Progress,2024-01-12
SR0008417,ACC002693,CON002693,PROD001536,ORD0014344,Refund,In Progress,2025-07-11
SR0008418,ACC004790,CON004790,PROD001022,ORD0008287,Refund,Closed,2025-01-19
SR0008419,ACC003583,CON003583,PROD001183,ORD0032862,Technical Issue,Closed,2025-01-16
SR0008420,ACC003321,CON003321,PROD000551,ORD0032515,Technical Issue,Open,2023-11-27
SR0008421,ACC005416,CON005416,PROD000233,ORD0032655,Technical Issue,Open,2025-04-16
SR0008422,ACC004984,CON004984,PROD001784,ORD0049491,Return,In Progress,2024-05-24
SR0008423,ACC001002,CON001002,PROD000779,ORD0030467,Warranty,In Progress,2025-04-11
SR0008424,ACC005309,CON005309,PROD000284,ORD0004428,Refund,Open,2024-10-21
SR0008425,ACC004890,CON004890,PROD001267,ORD0008339,Return,In Progress,2024-07-21
SR0008426,ACC003507,CON003507,PROD000446,ORD0036871,Return,In Progress,2024-10-13
SR0008427,ACC003123,CON003123,PROD000512,ORD0024822,Refund,Open,2025-10-30
SR0008428,ACC005789,CON005789,PROD001173,ORD0022269,Warranty,Open,2025-03-10
SR0008429,ACC009980,CON009980,PROD000712,ORD0011208,Warranty,Open,2024-01-12
SR0008430,ACC009867,CON009867,PROD001731,ORD0002875,Warranty,Closed,2025-05-26
SR0008431,ACC004356,CON004356,PROD001404,ORD0015942,Refund,Closed,2024-12-24
SR0008432,ACC003870,CON003870,PROD000122,ORD0014839,Refund,Closed,2025-02-21
SR0008433,ACC009131,CON009131,PROD000534,ORD0010249,Technical Issue,Open,2025-12-06
SR0008434,ACC005652,CON005652,PROD001545,ORD0032431,Return,In Progress,2025-06-24
SR0008435,ACC009303,CON009303,PROD000723,ORD0004384,Return,Open,2023-08-29
SR0008436,ACC004311,CON004311,PROD001656,ORD0039907,Refund,In Progress,2025-10-21
SR0008437,ACC000445,CON000445,PROD000868,ORD0019878,Refund,Closed,2026-02-07
SR0008438,ACC009558,CON009558,PROD000133,ORD0004871,Refund,Open,2024-10-29
SR0008439,ACC002887,CON002887,PROD000903,ORD0020361,Return,In Progress,2026-06-09
SR0008440,ACC004633,CON004633,PROD000925,ORD0025554,Return,In Progress,2024-01-01
SR0008441,ACC003246,CON003246,PROD001918,ORD0043258,Return,In Progress,2024-01-21
SR0008442,ACC003503,CON003503,PROD000751,ORD0036454,Warranty,Open,2023-09-08
SR0008443,ACC003931,CON003931,PROD001317,ORD0006304,Warranty,Closed,2024-05-21
SR0008444,ACC001356,CON001356,PROD000160,ORD0022930,Return,In Progress,2025-01-01
SR0008445,ACC006606,CON006606,PROD000827,ORD0047287,Return,In Progress,2025-12-02
SR0008446,ACC007181,CON007181,PROD000712,ORD0030962,Warranty,In Progress,2023-11-27
SR0008447,ACC001912,CON001912,PROD001873,ORD0026345,Technical Issue,Closed,2023-12-12
SR0008448,ACC009173,CON009173,PROD000401,ORD0015703,Refund,Open,2026-05-01
SR0008449,ACC002360,CON002360,PROD001767,ORD0047848,Refund,Open,2024-05-29
SR0008450,ACC004196,CON004196,PROD000340,ORD0031036,Refund,Closed,2024-01-29
SR0008451,ACC009194,CON009194,PROD000318,ORD0045801,Technical Issue,Closed,2023-11-28
SR0008452,ACC006769,CON006769,PROD000851,ORD0041709,Return,In Progress,2023-12-18
SR0008453,ACC001643,CON001643,PROD001822,ORD0030501,Technical Issue,In Progress,2026-07-04
SR0008454,ACC005049,CON005049,PROD001891,ORD0000245,Warranty,Closed,2026-06-10
SR0008455,ACC002321,CON002321,PROD000875,ORD0040285,Technical Issue,Open,2024-09-11
SR0008456,ACC004000,CON004000,PROD000683,ORD0000114,Technical Issue,Open,2026-01-06
SR0008457,ACC002192,CON002192,PROD000505,ORD0004938,Return,Closed,2024-09-02
SR0008458,ACC001972,CON001972,PROD001773,ORD0002293,Warranty,Open,2026-03-20
SR0008459,ACC006565,CON006565,PROD000981,ORD0010476,Technical Issue,In Progress,2023-09-11
SR0008460,ACC000289,CON000289,PROD000575,ORD0021448,Technical Issue,Open,2023-09-30
SR0008461,ACC008698,CON008698,PROD000906,ORD0041884,Warranty,Closed,2024-07-26
SR0008462,ACC007472,CON007472,PROD001580,ORD0038804,Refund,Closed,2025-08-30
SR0008463,ACC000029,CON000029,PROD001454,ORD0007281,Return,In Progress,2025-04-16
SR0008464,ACC009925,CON009925,PROD000587,ORD0046416,Return,Open,2025-10-05
SR0008465,ACC002082,CON002082,PROD001573,ORD0016919,Return,Closed,2025-11-02
SR0008466,ACC004868,CON004868,PROD000727,ORD0002241,Warranty,Open,2023-08-27
SR0008467,ACC008713,CON008713,PROD000554,ORD0008213,Return,In Progress,2026-04-03
SR0008468,ACC000580,CON000580,PROD000180,ORD0044216,Return,In Progress,2025-02-24
SR0008469,ACC001896,CON001896,PROD001395,ORD0025124,Warranty,In Progress,2026-03-29
SR0008470,ACC007957,CON007957,PROD001814,ORD0030118,Warranty,Closed,2024-04-30
SR0008471,ACC006341,CON006341,PROD000317,ORD0018153,Return,In Progress,2025-09-09
SR0008472,ACC002583,CON002583,PROD000774,ORD0014349,Warranty,Closed,2024-06-30
SR0008473,ACC001468,CON001468,PROD001109,ORD0021567,Technical Issue,Closed,2025-03-06
SR0008474,ACC002675,CON002675,PROD001914,ORD0041335,Refund,Closed,2026-03-15
SR0008475,ACC006150,CON006150,PROD000793,ORD0022825,Warranty,Closed,2024-10-22
SR0008476,ACC009302,CON009302,PROD000999,ORD0004703,Refund,Open,2025-12-03
SR0008477,ACC000983,CON000983,PROD000967,ORD0007767,Return,In Progress,2023-09-30
SR0008478,ACC003545,CON003545,PROD001054,ORD0041399,Technical Issue,Open,2025-05-23
SR0008479,ACC003626,CON003626,PROD001511,ORD0028617,Refund,Closed,2023-06-19
SR0008480,ACC004962,CON004962,PROD001331,ORD0003292,Return,In Progress,2025-06-17
SR0008481,ACC009582,CON009582,PROD000107,ORD0001234,Warranty,In Progress,2025-09-01
SR0008482,ACC004111,CON004111,PROD001763,ORD0031295,Return,Closed,2025-02-03
SR0008483,ACC005299,CON005299,PROD001558,ORD0029004,Technical Issue,Closed,2024-09-01
SR0008484,ACC002625,CON002625,PROD001418,ORD0030691,Return,In Progress,2025-11-12
SR0008485,ACC000866,CON000866,PROD001752,ORD0048780,Technical Issue,In Progress,2025-12-24
SR0008486,ACC002968,CON002968,PROD000339,ORD0015584,Refund,Open,2025-11-30
SR0008487,ACC001406,CON001406,PROD001644,ORD0032904,Return,In Progress,2025-11-29
SR0008488,ACC002039,CON002039,PROD000161,ORD0027664,Return,In Progress,2026-01-28
SR0008489,ACC004598,CON004598,PROD000499,ORD0022067,Return,In Progress,2025-03-27
SR0008490,ACC008206,CON008206,PROD001243,ORD0014680,Warranty,Open,2024-02-25
SR0008491,ACC008380,CON008380,PROD001436,ORD0043423,Technical Issue,Open,2026-02-13
SR0008492,ACC000248,CON000248,PROD000573,ORD0017274,Warranty,In Progress,2024-10-18
SR0008493,ACC004791,CON004791,PROD000998,ORD0010565,Refund,In Progress,2025-03-17
SR0008494,ACC005455,CON005455,PROD001990,ORD0045675,Warranty,Closed,2024-01-06
SR0008495,ACC001202,CON001202,PROD000384,ORD0005701,Return,In Progress,2026-02-12
SR0008496,ACC008286,CON008286,PROD000955,ORD0000360,Warranty,In Progress,2023-09-07
SR0008497,ACC009821,CON009821,PROD000401,ORD0027116,Refund,In Progress,2025-02-08
SR0008498,ACC007448,CON007448,PROD001028,ORD0046210,Return,In Progress,2026-02-24
SR0008499,ACC009067,CON009067,PROD000397,ORD0020908,Return,Open,2025-10-17
SR0008500,ACC001010,CON001010,PROD000915,ORD0023945,Refund,Closed,2023-12-31
SR0008501,ACC006495,CON006495,PROD001844,ORD0017999,Refund,Open,2025-04-23
SR0008502,ACC001553,CON001553,PROD001040,ORD0033911,Warranty,In Progress,2026-06-21
SR0008503,ACC002595,CON002595,PROD001897,ORD0032524,Warranty,Closed,2024-10-01
SR0008504,ACC009496,CON009496,PROD000062,ORD0014253,Technical Issue,In Progress,2023-10-13
SR0008505,ACC006149,CON006149,PROD001464,ORD0012271,Return,In Progress,2024-03-15
SR0008506,ACC000341,CON000341,PROD001945,ORD0041743,Refund,Open,2024-06-07
SR0008507,ACC000210,CON000210,PROD001945,ORD0013683,Warranty,Closed,2024-08-09
SR0008508,ACC001071,CON001071,PROD000870,ORD0013369,Warranty,Open,2025-11-15
SR0008509,ACC002604,CON002604,PROD000967,ORD0023629,Refund,Open,2026-03-15
SR0008510,ACC008651,CON008651,PROD001485,ORD0020290,Refund,Open,2026-05-26
SR0008511,ACC002096,CON002096,PROD001909,ORD0039290,Technical Issue,Open,2026-06-30
SR0008512,ACC006470,CON006470,PROD000240,ORD0027959,Refund,Open,2026-04-18
SR0008513,ACC003920,CON003920,PROD000183,ORD0045945,Refund,Closed,2026-02-11
SR0008514,ACC005515,CON005515,PROD000853,ORD0023047,Return,In Progress,2025-06-18
SR0008515,ACC005965,CON005965,PROD000796,ORD0025711,Technical Issue,In Progress,2025-08-04
SR0008516,ACC006939,CON006939,PROD000954,ORD0047414,Refund,Closed,2025-01-30
SR0008517,ACC004060,CON004060,PROD000525,ORD0017237,Technical Issue,Closed,2024-09-24
SR0008518,ACC002690,CON002690,PROD001093,ORD0020006,Refund,Closed,2026-02-09
SR0008519,ACC006684,CON006684,PROD000392,ORD0027722,Warranty,Closed,2024-10-05
SR0008520,ACC007578,CON007578,PROD000513,ORD0034628,Warranty,Open,2025-09-30
SR0008521,ACC007483,CON007483,PROD001342,ORD0010883,Refund,Closed,2024-02-16
SR0008522,ACC002314,CON002314,PROD001664,ORD0021560,Warranty,In Progress,2024-05-06
SR0008523,ACC003462,CON003462,PROD000009,ORD0031553,Technical Issue,Open,2025-01-27
SR0008524,ACC000472,CON000472,PROD001788,ORD0001834,Return,Open,2024-09-22
SR0008525,ACC004317,CON004317,PROD000443,ORD0004708,Refund,Closed,2024-06-05
SR0008526,ACC007986,CON007986,PROD001906,ORD0024775,Technical Issue,In Progress,2024-02-28
SR0008527,ACC009368,CON009368,PROD001398,ORD0038251,Return,Open,2024-11-08
SR0008528,ACC004071,CON004071,PROD001191,ORD0000667,Technical Issue,Open,2023-12-23
SR0008529,ACC002645,CON002645,PROD000228,ORD0045616,Refund,Closed,2024-08-19
SR0008530,ACC002536,CON002536,PROD000581,ORD0040692,Return,Closed,2023-09-06
SR0008531,ACC005842,CON005842,PROD000435,ORD0045541,Refund,Closed,2025-07-30
SR0008532,ACC009867,CON009867,PROD000735,ORD0019797,Return,In Progress,2024-04-28
SR0008533,ACC006675,CON006675,PROD001480,ORD0003735,Warranty,Open,2026-03-12
SR0008534,ACC009675,CON009675,PROD000788,ORD0038346,Warranty,In Progress,2025-08-22
SR0008535,ACC000972,CON000972,PROD001035,ORD0009816,Return,Open,2025-03-16
SR0008536,ACC006005,CON006005,PROD001748,ORD0014770,Refund,Closed,2026-03-16
SR0008537,ACC005012,CON005012,PROD001229,ORD0014662,Warranty,Open,2025-12-26
SR0008538,ACC002488,CON002488,PROD001301,ORD0014530,Technical Issue,Open,2024-11-10
SR0008539,ACC003876,CON003876,PROD000814,ORD0022235,Technical Issue,Closed,2023-11-25
SR0008540,ACC001427,CON001427,PROD000763,ORD0025729,Return,Open,2024-06-30
SR0008541,ACC004138,CON004138,PROD001093,ORD0034285,Warranty,Open,2024-08-19
SR0008542,ACC003971,CON003971,PROD001645,ORD0003409,Technical Issue,Closed,2023-08-27
SR0008543,ACC007014,CON007014,PROD001003,ORD0045894,Return,Open,2023-11-10
SR0008544,ACC007193,CON007193,PROD001713,ORD0048421,Return,In Progress,2025-06-22
SR0008545,ACC007729,CON007729,PROD000703,ORD0002134,Return,Closed,2024-12-04
SR0008546,ACC004607,CON004607,PROD000663,ORD0030770,Refund,Open,2025-08-27
SR0008547,ACC006969,CON006969,PROD001196,ORD0001158,Return,In Progress,2026-05-21
SR0008548,ACC007197,CON007197,PROD001023,ORD0029367,Refund,Closed,2024-12-20
SR0008549,ACC006776,CON006776,PROD000083,ORD0029514,Refund,In Progress,2024-10-10
SR0008550,ACC008819,CON008819,PROD000129,ORD0002650,Technical Issue,In Progress,2024-10-25
SR0008551,ACC008091,CON008091,PROD001288,ORD0044215,Warranty,Open,2024-11-28
SR0008552,ACC006420,CON006420,PROD001512,ORD0020334,Refund,In Progress,2025-11-02
SR0008553,ACC006761,CON006761,PROD001362,ORD0016060,Refund,In Progress,2025-03-19
SR0008554,ACC003351,CON003351,PROD001228,ORD0044571,Return,Open,2025-09-18
SR0008555,ACC008473,CON008473,PROD001852,ORD0019913,Return,In Progress,2024-10-09
SR0008556,ACC001430,CON001430,PROD001319,ORD0010425,Refund,Closed,2026-03-31
SR0008557,ACC009622,CON009622,PROD000300,ORD0032312,Technical Issue,In Progress,2025-05-13
SR0008558,ACC002579,CON002579,PROD001976,ORD0002577,Technical Issue,Open,2023-11-16
SR0008559,ACC008642,CON008642,PROD001091,ORD0005714,Technical Issue,Closed,2024-09-23
SR0008560,ACC009428,CON009428,PROD001031,ORD0037098,Return,Closed,2025-10-12
SR0008561,ACC006674,CON006674,PROD001889,ORD0038936,Warranty,In Progress,2024-10-05
SR0008562,ACC006124,CON006124,PROD000782,ORD0043020,Return,Closed,2024-02-16
SR0008563,ACC007436,CON007436,PROD001020,ORD0032839,Return,In Progress,2025-05-27
SR0008564,ACC003573,CON003573,PROD001978,ORD0015869,Warranty,Closed,2025-10-19
SR0008565,ACC002207,CON002207,PROD001751,ORD0034477,Refund,Open,2024-02-06
SR0008566,ACC002867,CON002867,PROD000752,ORD0039246,Technical Issue,In Progress,2026-06-11
SR0008567,ACC007097,CON007097,PROD001066,ORD0020849,Warranty,Closed,2025-12-12
SR0008568,ACC005363,CON005363,PROD000974,ORD0007988,Warranty,Open,2026-03-20
SR0008569,ACC005073,CON005073,PROD001146,ORD0021527,Warranty,In Progress,2026-01-18
SR0008570,ACC007829,CON007829,PROD001437,ORD0045304,Technical Issue,Closed,2026-01-12
SR0008571,ACC000261,CON000261,PROD000042,ORD0039814,Refund,In Progress,2025-12-20
SR0008572,ACC008740,CON008740,PROD001503,ORD0018568,Warranty,Closed,2025-11-20
SR0008573,ACC000529,CON000529,PROD000658,ORD0023217,Technical Issue,Closed,2025-05-05
SR0008574,ACC007770,CON007770,PROD001441,ORD0011387,Technical Issue,Closed,2026-03-26
SR0008575,ACC008428,CON008428,PROD001313,ORD0033139,Return,Open,2024-11-21
SR0008576,ACC000763,CON000763,PROD001582,ORD0027598,Technical Issue,Open,2024-08-13
SR0008577,ACC006552,CON006552,PROD001622,ORD0005123,Refund,Closed,2023-11-29
SR0008578,ACC009191,CON009191,PROD000487,ORD0009066,Return,In Progress,2024-04-18
SR0008579,ACC008749,CON008749,PROD001016,ORD0019431,Warranty,Open,2024-10-19
SR0008580,ACC004300,CON004300,PROD000509,ORD0017541,Return,Open,2023-10-31
SR0008581,ACC008954,CON008954,PROD000873,ORD0008391,Refund,Closed,2025-10-22
SR0008582,ACC001379,CON001379,PROD001474,ORD0006048,Technical Issue,In Progress,2023-11-07
SR0008583,ACC005632,CON005632,PROD001329,ORD0044104,Refund,Closed,2026-06-10
SR0008584,ACC001587,CON001587,PROD001901,ORD0024621,Technical Issue,Open,2023-07-17
SR0008585,ACC002907,CON002907,PROD000123,ORD0011920,Technical Issue,Closed,2024-07-12
SR0008586,ACC007035,CON007035,PROD001064,ORD0033907,Return,In Progress,2024-10-10
SR0008587,ACC008971,CON008971,PROD000296,ORD0022444,Technical Issue,Open,2024-09-22
SR0008588,ACC004975,CON004975,PROD000933,ORD0005788,Warranty,In Progress,2025-06-12
SR0008589,ACC007846,CON007846,PROD000969,ORD0021887,Warranty,Open,2026-06-20
SR0008590,ACC005521,CON005521,PROD001265,ORD0012606,Refund,Closed,2024-06-08
SR0008591,ACC003763,CON003763,PROD001459,ORD0030603,Warranty,Open,2023-07-18
SR0008592,ACC008917,CON008917,PROD000819,ORD0033819,Warranty,In Progress,2025-12-15
SR0008593,ACC000913,CON000913,PROD000300,ORD0037086,Technical Issue,Open,2023-10-22
SR0008594,ACC009382,CON009382,PROD000060,ORD0002961,Warranty,In Progress,2025-11-24
SR0008595,ACC008639,CON008639,PROD000654,ORD0041088,Warranty,Open,2025-12-06
SR0008596,ACC003424,CON003424,PROD000345,ORD0019820,Technical Issue,Open,2024-05-03
SR0008597,ACC003914,CON003914,PROD001544,ORD0011170,Return,Closed,2023-10-13
SR0008598,ACC002100,CON002100,PROD000224,ORD0018329,Refund,Open,2024-12-14
SR0008599,ACC002309,CON002309,PROD000478,ORD0040248,Refund,In Progress,2025-01-25
SR0008600,ACC003050,CON003050,PROD001904,ORD0018785,Return,In Progress,2026-04-13
SR0008601,ACC009983,CON009983,PROD000021,ORD0023082,Return,In Progress,2023-10-05
SR0008602,ACC008124,CON008124,PROD000436,ORD0011173,Refund,Open,2026-06-04
SR0008603,ACC002305,CON002305,PROD000128,ORD0019306,Warranty,In Progress,2025-11-05
SR0008604,ACC007300,CON007300,PROD000072,ORD0041373,Return,Closed,2023-12-18
SR0008605,ACC009953,CON009953,PROD000896,ORD0025483,Return,Closed,2025-02-19
SR0008606,ACC000783,CON000783,PROD001440,ORD0034983,Return,Closed,2024-02-14
SR0008607,ACC004215,CON004215,PROD000982,ORD0010559,Return,In Progress,2023-12-16
SR0008608,ACC004039,CON004039,PROD001421,ORD0006084,Return,Closed,2025-09-07
SR0008609,ACC005221,CON005221,PROD000764,ORD0040785,Technical Issue,In Progress,2026-03-24
SR0008610,ACC006631,CON006631,PROD001982,ORD0046287,Technical Issue,Open,2024-06-02
SR0008611,ACC006920,CON006920,PROD001403,ORD0004550,Return,Open,2024-01-08
SR0008612,ACC003691,CON003691,PROD000914,ORD0042412,Return,Open,2024-06-05
SR0008613,ACC006117,CON006117,PROD001360,ORD0032087,Technical Issue,In Progress,2024-04-19
SR0008614,ACC004480,CON004480,PROD000115,ORD0010435,Technical Issue,In Progress,2026-04-15
SR0008615,ACC003378,CON003378,PROD000028,ORD0033064,Refund,Open,2026-02-28
SR0008616,ACC003746,CON003746,PROD000436,ORD0003496,Warranty,In Progress,2024-09-16
SR0008617,ACC005029,CON005029,PROD001037,ORD0027991,Warranty,In Progress,2025-07-28
SR0008618,ACC005354,CON005354,PROD001169,ORD0034737,Refund,Open,2025-10-12
SR0008619,ACC007904,CON007904,PROD000561,ORD0042860,Return,Open,2025-11-10
SR0008620,ACC000415,CON000415,PROD001319,ORD0022496,Warranty,Open,2024-10-30
SR0008621,ACC003479,CON003479,PROD001853,ORD0041930,Technical Issue,In Progress,2023-10-29
SR0008622,ACC002732,CON002732,PROD000493,ORD0041532,Technical Issue,In Progress,2025-12-17
SR0008623,ACC000063,CON000063,PROD001467,ORD0031883,Technical Issue,Open,2026-03-31
SR0008624,ACC001624,CON001624,PROD001342,ORD0042373,Warranty,Open,2025-05-06
SR0008625,ACC009759,CON009759,PROD001281,ORD0010479,Refund,In Progress,2024-05-06
SR0008626,ACC003369,CON003369,PROD001311,ORD0031287,Technical Issue,In Progress,2024-09-04
SR0008627,ACC008065,CON008065,PROD001134,ORD0036750,Technical Issue,Open,2024-08-31
SR0008628,ACC004030,CON004030,PROD000479,ORD0025883,Refund,In Progress,2025-06-02
SR0008629,ACC000669,CON000669,PROD001568,ORD0026541,Technical Issue,In Progress,2023-07-31
SR0008630,ACC002576,CON002576,PROD001079,ORD0033185,Technical Issue,In Progress,2024-08-14
SR0008631,ACC004277,CON004277,PROD000462,ORD0009361,Technical Issue,Open,2026-04-21
SR0008632,ACC002084,CON002084,PROD000615,ORD0026568,Warranty,In Progress,2025-08-01
SR0008633,ACC001281,CON001281,PROD000703,ORD0015569,Refund,Closed,2025-01-17
SR0008634,ACC000841,CON000841,PROD000487,ORD0039325,Warranty,Closed,2023-11-05
SR0008635,ACC003335,CON003335,PROD000880,ORD0047200,Warranty,Closed,2025-02-18
SR0008636,ACC007555,CON007555,PROD001229,ORD0017054,Warranty,Closed,2025-11-13
SR0008637,ACC000742,CON000742,PROD001570,ORD0018367,Return,Open,2024-02-20
SR0008638,ACC003450,CON003450,PROD000534,ORD0023660,Return,Open,2025-04-27
SR0008639,ACC008354,CON008354,PROD001632,ORD0018235,Technical Issue,Closed,2025-06-29
SR0008640,ACC003563,CON003563,PROD000653,ORD0028086,Warranty,In Progress,2026-04-19
SR0008641,ACC005162,CON005162,PROD000131,ORD0018521,Refund,Closed,2023-07-14
SR0008642,ACC009818,CON009818,PROD001742,ORD0004170,Return,Open,2025-06-23
SR0008643,ACC002661,CON002661,PROD000007,ORD0009671,Refund,Open,2023-10-15
SR0008644,ACC007093,CON007093,PROD001572,ORD0003540,Warranty,Closed,2024-10-25
SR0008645,ACC004672,CON004672,PROD001128,ORD0029751,Refund,Open,2026-03-24
SR0008646,ACC006241,CON006241,PROD000576,ORD0030576,Technical Issue,In Progress,2023-12-24
SR0008647,ACC004702,CON004702,PROD001631,ORD0022572,Technical Issue,Closed,2024-03-23
SR0008648,ACC007887,CON007887,PROD000922,ORD0014366,Warranty,Open,2024-11-09
SR0008649,ACC004755,CON004755,PROD000644,ORD0026684,Refund,In Progress,2026-02-16
SR0008650,ACC006469,CON006469,PROD000965,ORD0027496,Technical Issue,Open,2023-10-10
SR0008651,ACC006020,CON006020,PROD000363,ORD0016131,Refund,Closed,2024-12-15
SR0008652,ACC007910,CON007910,PROD000106,ORD0031724,Return,In Progress,2025-08-11
SR0008653,ACC004415,CON004415,PROD000429,ORD0027775,Refund,Open,2026-01-04
SR0008654,ACC005655,CON005655,PROD001334,ORD0037863,Refund,Open,2026-03-08
SR0008655,ACC003262,CON003262,PROD001620,ORD0026296,Warranty,In Progress,2024-10-02
SR0008656,ACC009366,CON009366,PROD001225,ORD0001575,Technical Issue,Open,2025-09-21
SR0008657,ACC000851,CON000851,PROD000218,ORD0035830,Warranty,In Progress,2024-04-16
SR0008658,ACC001319,CON001319,PROD000153,ORD0016096,Warranty,Closed,2024-11-29
SR0008659,ACC009140,CON009140,PROD000840,ORD0017386,Warranty,Closed,2024-01-20
SR0008660,ACC009483,CON009483,PROD001645,ORD0002211,Return,Open,2024-10-15
SR0008661,ACC003223,CON003223,PROD000425,ORD0018990,Return,Closed,2024-12-27
SR0008662,ACC009080,CON009080,PROD001989,ORD0014537,Technical Issue,In Progress,2025-06-13
SR0008663,ACC009469,CON009469,PROD001630,ORD0045225,Warranty,Open,2024-11-19
SR0008664,ACC009330,CON009330,PROD000452,ORD0000157,Technical Issue,Open,2023-09-10
SR0008665,ACC007650,CON007650,PROD000117,ORD0047214,Technical Issue,Closed,2023-09-26
SR0008666,ACC003116,CON003116,PROD000589,ORD0035690,Technical Issue,Open,2024-03-27
SR0008667,ACC000576,CON000576,PROD001417,ORD0048762,Warranty,Open,2026-05-23
SR0008668,ACC007842,CON007842,PROD001697,ORD0011502,Refund,Closed,2023-10-17
SR0008669,ACC007957,CON007957,PROD001886,ORD0030118,Warranty,In Progress,2024-05-17
SR0008670,ACC006893,CON006893,PROD001376,ORD0028655,Return,Open,2026-04-01
SR0008671,ACC008815,CON008815,PROD001404,ORD0008384,Refund,Open,2025-12-06
SR0008672,ACC008188,CON008188,PROD000798,ORD0045578,Refund,Open,2026-06-25
SR0008673,ACC005290,CON005290,PROD000493,ORD0030126,Refund,Open,2025-04-16
SR0008674,ACC005915,CON005915,PROD000635,ORD0026766,Warranty,Open,2024-04-25
